etaxonomy_key,irn,SummaryData
7057,171413,"Leonia mamillaris (Lamarck, 1822)"
7058,171414,"Pomatias elegans (O. F. Müller, 1774)"
7059,642951,"Hydrobia minuta Totten"
7060,626184,"Amnicola schrokingeri"
7061,159493,"Amnicola rhombostoma Thompson, 1968"
7062,159495,"Amnicola stygius Hubricht, 1971"
7063,172101,"Aphaostracon monas (Pilsbry, 1899)"
7064,172106,"Cincinnatia comalensis (Pilsbry & Ferriss, 1906)"
7065,172111,"Cincinnatia winkleyi (Pilsbry, 1912)"
7066,627796,"Amnicola monroensis"
7067,172113,"Cochliopina riograndensis (Pilsbry & Ferriss, 1906)"
7068,172115,"Floridiscrobs dysbatus (Pilsbry & McGinty, 1949)"
7069,159522,"Fluminicola minutissimus Pilsbry, 1907"
7070,172122,"Fontelicella stearnsiana (Pilsbry, 1899)"
7071,162548,"Oreohelix pygmaea Pilsbry, 1913"
7072,159534,"Fontigens weberi Pilsbry, 1950"
7073,188362,"Fontigens missouriensis Pilsbry, 1898"
7074,191695,"Horatia micra Pilsbry"
7075,159492,"Amnicola decisus Haldeman, 1845"
7076,627809,"Amnicola deserta"
7077,172134,"Littoridina crosseana (Pilsbry, 1910)"
7078,626183,"Amnicola parva"
7079,172137,"Lyogyrus bakerianus (Pilsbry, 1917)"
7080,172140,"Lyogyrus greggi (Pilsbry, 1935)"
7081,172148,"Phreatodrobia micra (Pilsbry & Ferriss, 1906)"
7082,172149,"Phreatodrobia nugax (Pilsbry & Ferriss, 1906)"
7083,172151,"Pristinicola hemphilli (Pilsbry, 1890)"
7084,159558,"Probythinella protera Pilsbry, 1953"
7085,172156,"Pyrgophorus spinosus (Call & Pilsbry, 1886)"
7086,159582,"Pyrgulopsis ozarkensis Hinkley, 1915"
7087,172161,"Pyrgulopsis avernalis (Pilsbry, 1935)"
7088,172164,"Pyrgulopsis carinifera (Pilsbry, 1935)"
7089,172168,"Pyrgulopsis deserta (Pilsbry, 1916)"
7090,172169,"Pyrgulopsis erythropoma (Pilsbry, 1899)"
7091,172172,"Pyrgulopsis hendersoni (Pilsbry, 1933)"
7092,172173,"Pyrgulopsis idahoensis (Pilsbry, 1933)"
7093,172178,"Pyrgulopsis lustrica (Pilsbry, 1890)"
7094,172179,"Pyrgulopsis merriami (Pilsbry & Beecher, 1892)"
7095,172181,"Pyrgulopsis micrococcus (Pilsbry, 1893)"
7096,172182,"Pyrgulopsis neomexicana (Pilsbry, 1916)"
7097,172185,"Pyrgulopsis olivacea (Pilsbry, 1895)"
7098,172192,"Pyrgulopsis stearnsiana (Pilsbry, 1899)"
7099,159610,"Somatogyrus pennsylvanicus Walker, 1904"
7100,159616,"Somatogyrus sargenti Pilsbry, 1895"
7101,159618,"Somatogyrus strengi Pilsbry & Walker, 1906"
7102,172199,"Spurwinkia salsa (Pilsbry, 1905)"
7103,172203,"Tryonia brevissima (Pilsbry, 1890)"
7104,172204,"Tryonia cheatumi (Pilsbry, 1935)"
7105,172206,"Tryonia diaboli (Pilsbry & Ferriss, 1906)"
7106,172207,"Tryonia imitator (Pilsbry, 1899)"
7107,660856,"Neohelix alleni fuscolabris (Pilsbry, 1903)"
7108,159623,"Somatogyrus tryoni Pilsbry & F.C. Baker, 1927"
7109,575586,"Amnicola limosa var. parva"
7110,582776,"Amnicola greeggi"
7111,582775,"Amnicola pilsbryi"
7112,582773,"Amnicola proserpina (Hubricht, 1940)"
7113,159491,"Amnicola cora Hubricht, 1979"
7114,626182,"Amnicola limosa porata"
7115,627791,"Amnicola missouriensis"
7116,634855,"Hydrobia minuta totteni"
7117,159490,"Amnicola clarki Pilsbry, 1917"
7118,627824,"Hydrobia protea"
7119,626177,"Amnicola pallida"
7120,627790,"Amnicola aldrichi aldrichi"
7121,627792,"Amnicola aldrichi antroecetes"
7122,627773,"Amnicola comalensis"
7123,627779,"Amnicola floridiana"
7124,627781,"Amnicola lustrica"
7125,626195,"Amnicola petenensis"
7126,627785,"Amnicola peracuta"
7127,627787,"Amnicola winkleyi"
7128,627788,"Cochliopa riograndensis (Pilsbry & Ferriss, 1906)"
7129,159540,"Hydrobia bermudensis Pilsbry"
7130,172129,"Hoyia sheldoni (Pilsbry, 1890)"
7131,172139,"Lyogyrus granum (Say, 1822)"
7132,159518,"Cochliopa texana Pilsbry, 1935"
7133,634389,"Amnicola porata"
7134,627780,"Amnicola integra"
7135,636462,"Amnicola fallida"
7136,636463,"Amnicola robusta"
7137,627810,"Hydrobia longinqua"
7138,641636,"Amnicola longinqua Gould"
7139,646186,"Amnicola aldrichi insolita Hubricht, 1940"
7140,646956,"Amnicola aldrichi proserpina Hubricht"
7141,159653,"Pomatiopsis californica Pilsbry, 1899"
7142,159654,"Pomatiopsis chacei Pilsbry, 1937"
7143,159655,"Pomatiopsis hinkleyi Pilsbry, 1896"
7144,172212,"Pomatiopsis lapidaria (Say, 1817)"
7145,172275,"Anticlimax athleenae (Pilsbry & McGinty, 1946)"
7146,159711,"Cyclostremiscus jeannae Pilsbry & McGinty, 1946"
7147,172285,"Cyclostremiscus cubanus (Pilsbry & Aguayo, 1933)"
7148,172294,"Pleuromalaxis balesi (Pilsbry & McGinty, 1945)"
7149,172298,"Solariorbis terminalis (Pilsbry & McGinty, 1946)"
7150,159723,"Teinostoma biscayense Pilsbry & McGinty, 1945"
7151,159724,"Teinostoma biscaynense Pilsbry & McGinty, 1945"
7152,159725,"Teinostoma carinicallus Pilsbry & McGinty, 1946"
7153,159726,"Teinostoma clavium Pilsbry & McGinty, 1945"
7154,159727,"Teinostoma cocolitoris Pilsbry & McGinty, 1945"
7155,159728,"Teinostoma goniogyrus Pilsbry & McGinty, 1945"
7156,159729,"Teinostoma incertum Pilsbry & McGinty, 1945"
7157,159730,"Teinostoma lerema Pilsbry & McGinty, 1945"
7158,159731,"Teinostoma litospalmarum Pilsbry & McGinty, 1945"
7159,159732,"Teinostoma lituapalmarum Pilsbry & McGinty, 1945"
7160,159733,"Teinostoma lituspalmarum Pilsbry & McGinty, 1945"
7161,159735,"Teinostoma nesaeum Pilsbry & McGinty, 1945"
7162,159736,"Teinostoma parvicallum Pilsbry & McGinty, 1945"
7163,159742,"Vitrinella filifera Pilsbry & McGinty, 1946"
7164,159743,"Vitrinella floridana Pilsbry & McGinty, 1946"
7165,514827,"Teinostoma umbilicatum (H.C. Lea, 1843)"
7166,514828,"Teinostoma obtectum Pilsbry & McGinty, 1945"
7167,159695,"Truncatella caribaeensis Reeve, 1842"
7168,199243,"Truncatella caribaeensis pulchella"
7169,159694,"Truncatella californica L. Pfeiffer, 1857"
7170,159693,"Truncatella bilabiata L. Pfeiffer"
7171,159700,"Truncatella pulchella L. Pfeiffer, 1839"
7172,642144,"Caecum erebricinctum Cooper"
7173,641986,"Amnicola emarginata Küster"
7174,641987,"Amnicola emarginata"
7175,641988,"Amnicola cincinnatiensis Lea"
7176,641989,"Amnicola augustina (Pilsbry)"
7177,641990,"Amnicola panzosensis Walker"
7178,641992,"Amnicola hallida"
7179,642353,"Cochliopa picta Pilsbry"
7180,642952,"Hydrobia tenuipes Cooper"
7181,642953,"Hydrobia binneyi Tryon"
7182,642954,"Hydrobia nickliniana Lea"
7183,642955,"Hydrobia jenkinsii Smith"
7184,643016,"Lepyrium (Gillia) crenata"
7185,643017,"Lepyrium (Gillia) altilis Lea"
7186,643066,"Lyogyrus brownii pupoides Gould"
7187,643563,"Potamopyrgus coronatus"
7188,643618,"Pyrgulopsis mississippiensis Hinkley"
7189,643684,"Somatogyrus isogonus Say"
7190,643685,"Somatogyrus mexicanus Pilsbry"
7191,643617,"Pyrgulopsis wabachensis Hinkley"
7192,641991,"Amnicola walkeri Pilsbry, 1898"
7193,643520,"Pomatias partulus Draparnaud"
7194,643521,"Pomatias septemspiralis Bazoumowskii"
7195,643522,"Pomatias scularinus Villa"
7196,643523,"Pomatias scalarinus schmidti de Betta"
7197,643524,"Pomatias zanguebaricum Petit"
7198,643525,"Pomatias scalarinus hirei Stossich"
7199,643526,"Pomatias subobscurus Fagot"
7200,643527,"Pomatias philippianus Gredler"
7201,643528,"Pomatias unifasciatum Sowerby"
7202,643529,"Pomatias obscurus Draper"
7203,643530,"Pomatias nanus stossichi Hirase"
7204,643531,"Pomatias nanus dubius Wagner"
7205,643532,"Pomatias porroi gredleri Westerlund"
7206,643533,"Pomatias apricus Mousson"
7207,643534,"Pomatias tergestinus Westerlund"
7208,643535,"Pomatias tessellatus Wiegmann"
7209,643536,"Pomatias foveolatum Melville & Ponsonby"
7210,643537,"Pomatias arriacus St. Simon"
7211,643538,"Pomatias listeri Gray"
7212,643539,"Pomatias auritus Ziegler"
7213,643540,"Pomatias auritus meridionalis Boettger"
7214,643541,"Pomatias canariensis d'Orbigny"
7215,643542,"Pomatias cinerascens Rossmässler"
7216,643543,"Pomatias martorelli Servain"
7217,643544,"Pomatias corcyrensis Westerlund"
7218,643545,"Pomatias septemspiralis maculatus Draper"
7219,643546,"Pomatias crassilabrum Dupuy"
7220,643547,"Pomatias tergestinus tortivus Westerlund"
7221,643548,"Pomatias gracilis Küster"
7222,643549,"Pomatias macareae Petit"
7223,643550,"Pomatias ligatum Müller"
7224,643551,"Pomatias insularis Pfeiffer"
7225,643552,"Pomatias henricae plumbeus Westerlund"
7226,643553,"Pomatias henricae illyricus Westerlund"
7227,643554,"Pomatias henricae huettneri Wagner"
7228,643555,"Pomatias henricae glaucinus Gredler"
7229,643556,"Pomatias macei Boettger"
7230,643557,"Pomatias henricae Strobel"
7231,643558,"Pomatias hellenicus Boettger"
7232,643559,"Pomatias haemastomum undulatum Sowerby"
7233,643560,"Pomatias gracilis croaticus Zelebor"
7234,643561,"Pomatias gracilis martensianus Moellendorff"
7235,643635,"Rhytidopoma bilabiatum d'Orbigny"
7236,643636,"Rhytidopoma rugulosum Pfeiffer"
7237,115995,"Cyclostoma clathratum Gould, 1842"
7238,187196,"Cyclostoma intercedens var. laevigata Bielz"
7239,187197,"Cyclostoma sp."
7240,644065,"Blanfordia simplex Pilsbry"
7241,642080,"Blanfordia striatula Menke"
7242,642789,"Geomelania pauperata C.B. Adams"
7243,643890,"Truncatella kiusiuensis Pilsbry"
7244,643891,"Truncatella (Truncatula) laevigata Risso"
7245,643892,"Truncatella ceylonica Pfeiffer"
7246,642052,"Aporrhais arachnoides"
7247,642053,"Aporrhais senegalensis Gray, 1838"
7248,643799,"Terebellum nebulosum lineolatum Linnaeus"
7249,159754,"Aporrhais occidentalis Beck, 1836"
7250,386102,"Struthiolaria papulosa (Martyn, 1784)"
7251,414797,"Aporrhais serresianus (Michaud, 1828)"
7252,410578,"Aporrhais pespelecani (Linnaeus, 1758)"
7253,386017,"Struthiolaria vermis (Martyn, 1784)"
7254,378391,"Terebellum terebellum (Linnaeus, 1758)"
7255,172313,"Bursa thomae (d'Orbigny, 1842)"
7256,172314,"Bursa corrugata ponderosa (Reeve, 1844)"
7257,172316,"Bursa granularis cubaniana (d'Orbigny, 1842)"
7258,172318,"Bursa ranelloides tenuisculpta (Dautzenberg & Fischer, 1906)"
7259,184812,"Bursa tenuisculpta Dautzenberg"
7260,197657,"Bursa granularis cubana"
7261,172319,"Bursa rhodostoma thomae (d'Orbigny, 1847)"
7262,386048,"Bursa nana Broderip & Sowerby, 1829"
7263,513423,"Bursa rubeta Röding, 1798"
7264,513689,"Bursa corrugata (Perry, 1811)"
7265,513685,"Bursa bufonia (Gmelin, 1791)"
7266,410920,"Bursa bufonia dunkeri Kira, 1959"
7267,172315,"Bursa granularis (Röding, 1798)"
7268,631211,"Colubrellina granularis (Röding, 1798)"
7269,159787,"Distorsio constricta macgintyi Emerson & Puffer, 1952"
7270,159789,"Distorsio mcgintyi Emerson & Puffer, 1952"
7271,159790,"Distorsio perdistorta Fulton, 1938"
7272,172332,"Distorsio clathrata (Lamarck, 1816)"
7273,385800,"Distorsio anus (Linnaeus, 1758)"
7274,418160,"Distorsio reticulata Röding, 1798"
7275,513429,"Distorsio decussata (Valenciennes, 1832)"
7276,197997,"Distorsio macgintyi Emerson & Puffer, 1953"
7277,159788,"Distorsio constricta mcgintyi Emerson & Puffer, 1953"
7278,642134,"Bursa lissostoma E.A. Smith, 1914"
7279,642135,"Bursa californica Hinds, 1843"
7280,642136,"Bursa rana Linnaeus, 1758"
7281,642137,"Bursa bubo Linnaeus, 1758"
7282,513691,"Bursa caelata (Broderip, 1833)"
7283,513692,"Bursa spinosa (Schumacher, 1817)"
7284,513686,"Bursa crumena Lamarck, 1816"
7285,172425,"Cheilea equestris (Linnaeus, 1758)"
7286,159846,"Hipponix tumens Carpenter, 1864"
7287,172427,"Hipponix antiquatus (Linnaeus, 1767)"
7288,198309,"Hipponix antiquata"
7289,172446,"Hespererato columbella (Menke, 1847)"
7290,199219,"Trivia antillarum"
7291,649653,"Trivirostra oryza (Lamarck, 1810)"
7292,417745,"Triviella aperta (Swainson, 1822)"
7293,159864,"Trivia nix Schilder, 1922"
7294,172460,"Trivia pediculus (Linnaeus, 1758)"
7295,208618,"Trivia candidula (Schwengel & McGinty, 1836)"
7296,172451,"Niveria candidula (Schwengel & McGinty, 1836)"
7297,159863,"Trivia maltbiana Schwengel & McGinty, 1942"
7298,644349,"Cleotrivia candidula (Gaskoin, 1836)"
7299,172435,"Megalomphalus palmalitoris (Pilsbry & McGinty, 1950)"
7300,642949,"Hipponix (Malluvium) benthophilum Dall, 1889"
7301,642702,"Erato natalensis Schilder"
7302,643872,"Trivia quadripunctata rotunda Kiener"
7303,643873,"Trivia radians Lamarck, 1811"
7304,643874,"Trivia globosa Gray"
7305,643875,"Trivia grando Gaskoin"
7306,643876,"Trivia insecta Mighels"
7307,643877,"Trivia oniscus Lamarck, 1810"
7308,643878,"Trivia pullata Sowerby, 1870"
7309,643879,"Trivia europea"
7310,432013,"Trivia monacha (Da Costa, 1778)"
7311,410931,"Trivia sanguinea G.B. Sowerby I, 1822"
7312,159840,"Macromphalina palmalitoris Pilsbry & McGinty, 1950"
7313,159917,"Xenophora caribaea Petit de la Saussaye, 1857"
7314,172494,"Xenophora pallidula (Reeve, 1842)"
7315,172493,"Xenophora conchyliophora (Born, 1780)"
7316,410630,"Xenophora crispa (Konig, 1825)"
7317,410631,"Xenophora peroniana (Iredale, 1929)"
7318,411051,"Tugurium indicum (Gmelin, 1791)"
7319,159045,"Cirsotrema dalli Rehder, 1945"
7320,171295,"Epitonium albidum (d'Orbigny, 1842)"
7321,171299,"Epitonium candeanum (d'Orbigny, 1842)"
7322,171308,"Epitonium humphreysi (Kiener, 1838)"
7323,171312,"Epitonium multistriatum (Say, 1826)"
7324,171316,"Epitonium rupicola (Kurtz, 1860)"
7325,171317,"Epitonium scalare (Linnaeus, 1758)"
7326,171328,"Opalia andrewsii (Verrill, 1882)"
7327,171332,"Opalia hotessieriana (d'Orbigny, 1842)"
7328,171339,"Sthenorytis pernobilis (Fischer & Bernardi, 1857)"
7329,171284,"Alexania floridana (Pilsbry, 1945)"
7330,159060,"Opalia eolis Clench & Turner, 1950"
7331,171330,"Opalia crenata (Linnaeus, 1758)"
7332,412147,"Cirsotrema zelebori (Dunker, 1866)"
7333,171311,"Epitonium lamellosum (Lamarck, 1822)"
7334,418076,"Epitonium pallasi (Kiener, 1838)"
7335,431492,"Epitonium statuminatum (Sowerby, 1844)"
7336,171294,"Depressiscala polita (G.B. Sowerby II, 1844)"
7337,411272,"Epitonium acuminata G.B. Sowerby II, 1844"
7338,159062,"Janthina exigua Lamarck, 1816"
7339,159063,"Janthina globosa Swainson, 1822"
7340,159064,"Janthina pallida Thompson, 1840"
7341,192153,"Janthina exiqua Lamarck"
7342,159065,"Janthina sp."
7343,171340,"Janthina janthina (Linnaeus, 1758)"
7344,418310,"Janthina violacea Röding, 1798"
7345,642700,"Epitonium (Fusicoscala) turtonis Turton, 1819"
7346,642701,"Epitonium (Asperiscala) gradatum Sowerby, 1844"
7347,644022,"Xenophora cerea Reeve"
7348,644023,"Xenophora (Onustus) giganteum Schepman, 1909"
7349,411050,"Xenophora indicum (Gmelin, 1791)"
7350,513699,"Xenophora neozelanica Suter, 1908"
7351,159826,"Seila montereyensis Bartsch, 1907"
7352,172392,"Seila adamsi (H.C. Lea, 1845)"
7353,172393,"Seila adamsii (H.C. Lea, 1845)"
7354,643865,"Triforis perversa nigrocincta C.B. Adams"
7355,589710,"Anculosa virgata"
7356,171447,"Colubraria obscura (Reeve, 1844)"
7357,414866,"Colubraria reticulata (Blainville, 1826)"
7358,159189,"Amphissa versicolor Dall, 1871"
7359,159198,"Columbella cribraria argus d'Orbigny"
7360,159199,"Columbella major Sowerby, 1832"
7361,159200,"Columbella rusticoides Heilprin, 1886"
7362,159213,"Nitidella ocellata Gmelin, 1791"
7363,171552,"Anachis lafresnayi (Fischer & Bernardi, 1856)"
7364,171566,"Columbella mercatoria (Linnaeus, 1758)"
7365,171575,"Costoanachis lafresnayi (Fischer & Bernardi, 1857)"
7366,171594,"Nitidella laevigata (Linnaeus, 1758)"
7367,171596,"Nitidella nitidula (Lamarck, 1822)"
7368,171600,"Pyrene deshayesii (Crosse, 1859)"
7369,171601,"Pyrene ocellata (Link, 1807)"
7370,171602,"Pyrene scripta (Lamarck, 1822)"
7371,186916,"Columbella nitida Sowerby"
7372,186917,"Columbella poecila Sowerby"
7373,186918,"Columbella trifasciata Reeve"
7374,195316,"Pyrene mercatoria Linnaeus"
7375,195317,"Pyrene rusticoides Heilprin"
7376,197834,"Columbella (Nitidella) cribraria"
7377,197835,"Columbella (Nitidella) nitidula"
7378,159193,"Anachis sparsa Reeve, 1859"
7379,386000,"Pyrene punctata (Bruguière, 1789)"
7380,386001,"Strombina fusinoidea Dall, 1916"
7381,386003,"Columbella rustica (Linnaeus, 1758)"
7382,159201,"Columbella sp."
7383,159215,"Pyrene sp."
7384,530080,"Pyrene testudinaria (Link, 1807)"
7385,536824,"Cotonopsis lafresnayi (Fischer & Bernardi, 1856)"
7386,171549,"Anachis avara (Say, 1822)"
7387,386002,"Columbella strombiformis Lamarck, 1822"
7388,431498,"Columbella labiosa G.B. Sowerby I, 1822"
7389,642357,"Colubraria siphonata Reeve, 1844"
7390,642358,"Colubraria laceolata Menke"
7391,642359,"Colubraria cummingi Dohrn"
7392,629669,"Colubraria lanceolata (Menke, 1828)"
7393,641994,"Amphissa corrugata Reeve"
7394,641998,"Anachis translirata Ravenel"
7395,642000,"Anachis avara semiplicata Stearns"
7396,642360,"Columbella varia Sowerby"
7397,642361,"Columbella avara"
7398,642362,"Columbella africensis"
7399,642363,"Columbella ovulata Lamarck"
7400,642364,"Columbella lyrata Sowerby"
7401,642365,"Columbella lunata Say"
7402,643707,"Strombina deroyae Emerson & D'Attilio"
7403,643708,"Strombina dorsata Sowerby, 1832"
7404,643709,"Strombina angularis Sowerby"
7405,159278,"Busycon contrarium"
7406,159286,"Melongena melongena Linnaeus, 1758"
7407,171759,"Galeodes melongena (Linnaeus)"
7408,171763,"Pugilina cochlidium (Linnaeus, 1758)"
7409,171764,"Pugilina morio (Linnaeus, 1758)"
7410,171765,"Volema paradisiaca nodosa (Lamarck, 1822)"
7411,192758,"Melongena corona minor Sowerby"
7412,192759,"Melongena corona perspinosa"
7413,192760,"Melongena paradisiaca Chemnitz"
7414,171752,"Busycon spiratum (Lamarck, 1816)"
7415,159287,"Melongena sp."
7416,171753,"Busycon spiratum pyruloides (Say, 1822)"
7417,171762,"Melongena corona corona (Gmelin, 1791)"
7418,418483,"Melongena corona bicolor (Say, 1827)"
7419,159288,"Melongena sprucecreekensis Tucker, 1994"
7420,171760,"Melongena bicolor (Say, 1827)"
7421,192757,"Melongena corona altispira Pilsbry & Vanatta"
7422,159285,"Melongena corona johnstonei Clench & Turner, 1956"
7423,171761,"Melongena corona (Gmelin, 1791)"
7424,410593,"Volema paradisiaca Röding, 1798"
7425,631212,"Melongena aspinosa Dall, 1890"
7426,643112,"Melongena patula Broderip & Sowerby, 1829"
7427,643590,"Pugilina (Hemifusus) ternatanus Gmelin"
7428,644016,"Volema myristica Röding, 1798"
7429,642073,"Babylonia japonica Reeve, 1842"
7430,171423,"Babylonia spirata (Linnaeus, 1758)"
7431,641764,"Babylonia japonica (Reeve, 1842)"
7432,159227,"Vexillum epiphanea Rehder, 1943"
7433,171631,"Vexillum cadaverosum (Reeve, 1844)"
7434,171632,"Vexillum cancellarioides (Anton, 1838)"
7435,171635,"Vexillum exasperatum (Gmelin, 1791)"
7436,171640,"Vexillum hendersoni (Dall, 1927)"
7437,171648,"Vexillum rugosum (Gmelin, 1791)"
7438,385803,"Vexillum dennisoni (Reeve, 1844)"
7439,418144,"Vexillum vulpecula (Linnaeus, 1758)"
7440,417795,"Vexillum taeniatum (Lamarck, 1811)"
7441,418157,"Vexillum acuminatum (Gmelin, 1791)"
7442,171644,"Vexillum plicarium (Linnaeus, 1758)"
7443,642071,"Babylonia areolata Link, 1807"
7444,642072,"Babylonia lutosa Lamarck, 1822"
7445,643846,"Thala solitaria C.B. Adams"
7446,643977,"Vexillum nodosa Swainson"
7447,643978,"Vexillum obeliscus Reeve"
7448,643979,"Vexillum regina Sowerby, 1828"
7449,643981,"Vexillum cingulatum Lamarck"
7450,643982,"Vexillum costatum Gmelin, 1791"
7451,643983,"Vexillum curviliratum Sowerby, 1841"
7452,643984,"Vexillum formosense Sowerby, 1890"
7453,643985,"Vexillum gruneri Reeve, 1844"
7454,643986,"Vexillum transpositum Dautzenberg & Bouge, 1923"
7455,643987,"Vexillum rugosum intermedium Kiener"
7456,643988,"Vexillum acupictum Reeve, 1844"
7457,643989,"Vexillum caffrum Linnaeus, 1758"
7458,643990,"Vexillum michaudi Crosse & Fischer, 1864"
7459,643991,"Vexillum (Pusia) bernhardina Röding, 1798"
7460,643992,"Vexillum semisculatum Adams & Reeve, 1850"
7461,643993,"Vexillum (Pusia) tuberosa Reeve"
7462,643994,"Vexillum (Pusia) pisolinum Lamarck, 1811"
7463,643995,"Vexillum (Pusia) lautum Reeve"
7464,643996,"Vexillum formosense curviliratum Sowerby, 1890"
7465,643997,"Vexillum sanguisugum Linnaeus, 1758"
7466,643090,"Marginella piperata Hinds, 1844"
7467,295478,"Marginella glabella (Linnaeus, 1758)"
7468,295485,"Marginella piperata lutea Sowerby, 1889"
7469,296026,"Marginella carnea roosevelti Bartsch & Rehder, 1939"
7470,295017,"Marginella cleryi Petit de la Saussaye, 1836"
7471,378387,"Marginella (Persicula) bandera Coan & Roth, 1965"
7472,295474,"Marginella desjardini Marche-Marchad, 1957"
7473,294994,"Marginella piperata lutea Sowerby"
7474,171713,"Morum oniscus (Linnaeus, 1767)"
7475,411885,"Morum grande Adams, 1855"
7476,410738,"Harpa articularis Lamarck, 1822"
7477,410754,"Harpa crenata Swainson, 1822"
7478,410750,"Harpa major Röding, 1798"
7479,538366,"Harpa amouretta Röding, 1798"
7480,418030,"Harpa amouretta crassa (Krauss, 1848)"
7481,171726,"Hyalina avenacea (Deshayes, 1844)"
7482,159261,"Marginella bella Conrad, 1868"
7483,159263,"Marginella eburneola Conrad, 1834"
7484,198497,"Marginella carnea"
7485,198506,"Marginella (Prunum) carnea"
7486,171734,"Prunum carneum (Storer, 1837)"
7487,171740,"Prunum roosevelti (Bartsch & Rehder, 1939)"
7488,171745,"Prunum virginianum hartleyanum (Schwengel, 1941)"
7489,416953,"Marginella avena bayerleana Bernardi, 1853"
7490,171730,"Prunum apicinum (Menke, 1828)"
7491,159257,"Marginella apicina Menke, 1828"
7492,538517,"Mesoginella pygmaea (Sowerby, 1846)"
7493,551197,"Prunum hartleyanum (Schwengel, 1941)"
7494,642601,"Cystiscus capensis Krauss, 1848"
7495,643421,"Persicula porcellana Gmelin, 1791"
7496,295479,"Persicula persicula (Linnaeus, 1758)"
7497,171662,"Persicula catenata (Montagu, 1803)"
7498,171663,"Persicula pulcherrima (Gaskoin, 1849)"
7499,198788,"Persicula lavalleeana"
7500,159230,"Persicula fluctuata C.B. Adams, 1850"
7501,295473,"Persicula blanda (Hinds, 1844)"
7502,295019,"Persicula cingulata (Dillwyn, 1817)"
7503,416945,"Persicula interruptolineata (Muhlfeldt, 1816)"
7504,295480,"Persicula cornea (Lamarck, 1822)"
7505,159231,"Persicula sp."
7506,295484,"Persicula obesa (Redfield, 1846)"
7507,538506,"Persicula bandera Coan & Roth, 1965"
7508,538512,"Persicula imbricata (Hinds, 1844)"
7509,538514,"Persicula masirana (Roth & Petit, 1972)"
7510,171664,"Persicula pulcherrima (Gaskoin, 1849)"
7511,414726,"Persicula accola Roth & Coan, 1968"
7512,642828,"Harpa ventricosa Lamarck, 1816"
7513,641958,"Afrivoluta pringlei Tomlin, 1947"
7514,642128,"Bullata angustata Sowerby, 1846"
7515,642129,"Bullata (Cryptospira) ventricosa Fischer, 1807"
7516,642130,"Bullata (Crystospira) bernardi Largilliert, 1845"
7517,642131,"Bullata (Crystospira) elegans Gmelin, 1791"
7518,642793,"Glabella aurantia Lamarck, 1822"
7519,643081,"Marginella helmatina Rang, 1832"
7520,643082,"Marginella goodalli Sowerby, 1825"
7521,643083,"Marginella exilis Gmelin, 1791"
7522,643084,"Marginella conoidalis Kiener"
7523,643085,"Marginella miliaria Linnaeus, 1758"
7524,643086,"Marginella bullata matthewsi Born, 1778"
7525,643087,"Marginella biannulata Fabricius, 1826"
7526,643088,"Marginella cassis Dall, 1881"
7527,643089,"Marginella ornata Redfield, 1870"
7528,643091,"Marginella petitti Duval, 1841"
7529,643570,"Prunum keenii Marrat, 1871"
7530,644018,"Volvarina avenacea Deshayes, 1848"
7531,644019,"Volvarina obscura Reeve, 1865"
7532,414863,"Marginella strigata Dillwyn, 1817"
7533,416703,"Marginella persicula Linnaeus, 1758"
7534,416857,"Marginella muscaria Lamarck, 1822"
7535,416865,"Marginella biannulata zonata Kiener, 1841"
7536,416940,"Marginella cornea Lamarck, 1822"
7537,416710,"Prunum sapotilla (Hinds, 1844)"
7538,416956,"Marginella biannulata biannulata Krauss, 1848"
7539,416942,"Glabella adansoni (Kiener, 1834)"
7540,416947,"Marginella helmatina cumingiana Petit de la Saussaye, 1841"
7541,414736,"Marginella angustata G.B. Sowerby II, 1846"
7542,411258,"Olivella dama (Wood, 1828)"
7543,411261,"Olivella gracilis (Broderip & Sowerby, 1829)"
7544,171997,"Olivella mutica (Say, 1822)"
7545,170884,"Cerodrillia thea (Dall, 1884)"
7546,197738,"Cerodrillia thea thea"
7547,170899,"Crassispira fuscescens (Reeve, 1845)"
7548,513925,"Hormospira maculosa (G.B. Sowerby I, 1834)"
7549,158760,"Crassispira leucocyma Dall, 1883"
7550,385850,"Terebra argus Hinds, 1844"
7551,385866,"Terebra variegata Gray, 1834"
7552,410623,"Terebra nodularis Deshayes, 1859"
7553,411274,"Terebra albula Meinke, 1843"
7554,385863,"Terebra solida Deshayes, 1859"
7555,385859,"Terebra robusta Hinds, 1844"
7556,385840,"Terebra columellaris Hinds, 1844"
7557,158726,"Terebra acrior Dall, 1889"
7558,158729,"Terebra arcas Abbott, 1954"
7559,158730,"Terebra armillata Hinds, 1844"
7560,158731,"Terebra crenifera Deshayes, 1859"
7561,158732,"Terebra doellojuradoi Carcelles, 1953"
7562,158733,"Terebra floridana Dall, 1889"
7563,158734,"Terebra glossema Schwengel, 1942"
7564,158736,"Terebra hemphilli Vanatta, 1924"
7565,158737,"Terebra lindae Petuch, 1987"
7566,158738,"Terebra nassula Dall, 1889"
7567,158739,"Terebra pedroana Dall, 1908"
7568,158740,"Terebra rushii Dall, 1889"
7569,158742,"Terebra vinosa Dall, 1889"
7570,170859,"Terebra concava (Say, 1826)"
7571,170860,"Terebra dislocata (Say, 1822)"
7572,170861,"Terebra protexta (Conrad, 1846)"
7573,170862,"Terebra taurina (Lightfoot, 1786)"
